Address,Port,Response Time(ms)
104.19.207.127,8443,246.71
104.19.203.95,2053,246.84
104.19.194.33,2053,246.86
104.19.197.162,2053,246.99
104.19.204.226,2096,247.03
104.19.192.227,2096,247.04
104.19.207.62,2053,247.13
104.19.206.145,2053,247.16
104.19.194.137,2053,247.31
104.19.195.198,2096,247.47
104.19.197.105,2096,247.56
104.19.199.142,2096,247.59
104.19.192.1,2083,247.61
104.19.196.218,2053,247.66
104.19.203.246,8443,247.67
104.19.199.9,2096,247.68
104.19.194.35,2053,247.70
104.19.200.243,8443,247.71
104.19.195.55,2053,247.73
104.19.206.108,443,247.74
104.19.194.123,2083,247.75
104.19.194.32,2053,247.78
104.19.198.158,443,247.89
104.19.205.253,2087,247.89
104.19.192.234,2096,247.92
104.19.195.67,2083,247.92
104.19.194.137,443,247.93
104.19.204.27,443,247.99
104.19.195.237,2087,248.06
104.19.204.2,2096,248.20
104.19.205.245,443,248.20
104.19.196.125,2087,248.22
104.19.196.198,443,248.28
104.19.202.40,2053,248.47
104.19.193.86,2087,248.47
104.19.205.252,8443,248.56
104.19.201.121,2053,248.61
104.19.198.113,2053,248.62
104.19.192.110,443,248.74
104.19.207.62,2096,248.74
104.19.197.145,2096,248.74
104.19.206.164,2083,248.78
104.19.198.162,2087,248.82
104.19.202.54,8443,248.85
104.19.199.76,2096,248.89
104.19.207.246,2096,248.91
104.19.192.143,2087,248.91
104.19.207.236,443,249.07
104.19.200.197,8443,249.14
104.19.201.209,2083,249.26
104.19.193.4,2083,249.33
104.19.200.165,2096,249.33
104.19.200.103,8443,249.41
104.19.203.95,2087,249.43
104.19.206.131,2053,249.49
104.19.206.88,8443,249.50
104.19.195.150,443,249.51
104.19.198.80,8443,249.59
104.19.202.165,2096,249.62
104.19.194.64,2083,249.65
104.19.192.185,2053,249.65
104.19.205.61,443,249.66
104.19.196.228,8443,249.67
104.19.197.185,2087,249.70
104.19.197.126,443,249.76
104.19.196.20,2053,249.90
104.19.193.211,2087,249.98
104.19.192.148,8443,250.00
104.19.200.109,2087,250.04
104.19.197.23,2083,250.05
104.19.201.113,2087,250.06
104.19.200.156,2053,250.13
104.19.197.97,443,250.16
104.19.197.33,2083,250.22
104.19.198.19,443,250.26
104.19.202.64,2096,250.32
104.19.199.86,443,250.36
104.19.193.17,2087,250.38
104.19.201.147,443,250.46
104.19.199.61,2083,250.48
104.19.207.203,2053,250.50
104.19.193.18,2087,250.52
104.19.205.97,443,250.52
104.19.198.35,8443,250.53
104.19.200.128,2096,250.78
104.19.197.33,2053,250.78
104.19.203.243,2083,250.80
104.19.203.221,2053,250.82
104.19.199.194,443,250.83
104.19.193.243,2087,250.88
104.19.205.97,2096,251.13
104.19.206.244,2083,251.16
104.19.201.61,443,251.17
104.19.202.187,2096,251.25
104.19.196.41,8443,251.31
104.19.202.229,2053,251.31
104.19.203.225,443,251.32
104.19.196.193,2053,251.39
104.19.206.176,443,251.41
104.19.197.126,2096,251.45
104.19.207.202,2053,251.47
104.19.199.45,2083,251.48
104.19.203.166,2053,251.54
104.19.205.26,443,251.60
104.19.199.212,2096,251.61
104.19.202.172,2096,251.78
104.19.202.223,8443,251.87
104.19.199.184,8443,251.88
104.19.195.96,8443,251.89
104.19.193.114,443,251.90
104.19.203.25,443,252.07
104.19.206.178,2053,252.15
104.19.197.193,443,252.16
104.19.202.60,2096,252.16
104.19.192.175,2083,252.17
104.19.198.218,2087,252.18
104.19.206.244,2053,252.23
104.19.195.145,2083,252.24
104.19.204.78,2087,252.24
104.19.204.243,443,252.34
104.19.194.43,443,252.35
104.19.207.41,443,252.41
104.19.203.179,443,252.44
104.19.200.236,8443,252.48
104.19.204.111,2087,252.54
104.19.199.169,2083,252.62
104.19.205.111,2083,252.83
104.19.194.25,8443,252.86
104.19.207.232,8443,252.90
104.19.200.58,443,252.93
104.19.192.141,2053,252.93
104.19.193.81,2087,252.95
104.19.196.198,2087,252.98
104.19.202.40,8443,253.01
104.19.207.96,2087,253.03
104.19.198.121,8443,253.05
104.19.204.146,443,253.23
104.19.199.126,8443,253.31
104.19.203.28,2083,253.34
104.19.198.2,2096,253.39
104.19.197.138,2053,253.43
104.19.195.153,2096,253.45
104.19.197.66,2053,253.48
104.19.207.166,2053,253.49
104.19.195.207,8443,253.71
104.19.202.136,2083,253.72
104.19.198.229,2053,253.81
104.19.202.25,2053,253.81
104.19.202.220,443,253.82
104.19.201.13,443,253.85
104.19.195.103,2053,253.88
104.19.206.178,443,253.89
104.19.203.80,2096,253.91
104.19.207.117,443,253.93
104.19.201.59,2096,253.94
104.19.195.205,2053,253.94
104.19.195.239,2083,253.95
104.19.196.155,2096,254.00
104.19.205.80,2087,254.01
104.19.195.154,2087,254.03
104.19.203.95,2096,254.12
104.19.203.207,2096,254.14
104.19.197.186,8443,254.17
104.19.201.113,2096,254.17
104.19.202.142,2053,254.25
104.19.198.177,2087,254.27
104.19.200.233,2053,254.30
104.19.196.108,2053,254.37
104.19.194.182,443,254.39
104.19.200.168,443,254.42
104.19.202.223,443,254.43
104.19.198.182,443,254.49
104.19.200.254,8443,254.53
104.19.199.2,2053,254.54
104.19.197.185,443,254.62
104.19.206.121,2087,254.66
104.19.192.27,2087,254.73
104.19.206.26,2087,254.78
104.19.197.60,443,254.82
104.19.194.32,2087,254.82
104.19.196.191,2083,254.85
104.19.195.161,2096,255.04
104.19.195.172,2087,255.07
104.19.204.232,2096,255.15
104.19.202.63,2083,255.16
104.19.201.173,2083,255.31
104.19.194.230,443,255.36
104.19.202.94,2083,255.45
104.19.199.237,2083,255.46
104.19.197.16,2083,255.53
104.19.192.19,8443,255.55
104.19.198.102,2053,255.55
104.19.194.193,2087,255.66
104.19.199.39,2053,255.69
104.19.196.234,8443,255.81
104.19.206.248,443,255.83
104.19.197.57,2087,255.90
104.19.202.199,2083,255.91
104.19.198.1,2096,256.14
104.19.202.220,2053,256.16
104.19.193.157,443,256.26
104.19.205.180,2087,256.27
104.19.193.52,443,256.29
104.19.193.13,8443,256.32
104.19.206.121,2053,256.44
104.19.201.208,443,256.46
104.19.204.119,2083,256.49
104.19.206.104,2087,256.59
104.19.192.247,2083,256.67
104.19.200.33,443,256.67
104.19.196.144,2096,256.73
104.19.202.75,8443,256.94
104.19.203.236,443,257.17
104.19.204.39,8443,257.22
104.19.204.119,2053,257.25
104.19.198.58,2083,257.32
104.19.194.253,2083,257.32
104.19.205.201,2096,257.37
104.19.204.98,2053,257.37
104.19.202.145,2083,257.40
104.19.204.119,443,257.58
104.19.202.218,2053,257.67
104.19.197.219,2096,257.71
104.19.204.202,2096,257.80
104.19.202.218,2087,257.85
104.19.196.93,8443,257.88
104.19.200.236,443,257.92
104.19.193.28,2053,257.94
104.19.200.220,8443,257.94
104.19.199.225,2087,258.03
104.19.197.131,2087,258.03
104.19.200.101,443,258.04
104.19.199.16,443,258.09
104.19.196.220,8443,258.15
104.19.201.13,2096,258.16
104.19.207.123,2083,258.19
104.19.203.207,2087,258.20
104.19.200.107,443,258.23
104.19.197.216,2096,258.24
104.19.202.79,8443,258.29
104.19.207.59,2053,258.29
104.19.202.17,2096,258.29
104.19.194.71,8443,258.30
104.19.203.178,443,258.34
104.19.193.217,2096,258.41
104.19.203.69,8443,258.46
104.19.200.207,2096,258.48
104.19.192.215,2083,258.55
104.19.196.69,2083,258.55
104.19.198.15,2096,258.57
104.19.202.204,8443,258.68
104.19.198.216,2053,258.72
104.19.194.130,2096,258.75
104.19.195.232,2053,258.79
104.19.205.39,2083,258.83
104.19.207.251,443,258.89
104.19.207.159,2096,258.95
104.19.204.104,2053,259.04
104.19.193.47,2096,259.12
104.19.206.249,443,259.29
104.19.196.216,2087,259.32
104.19.192.207,2096,259.35
104.19.196.155,443,259.36
104.19.198.237,8443,259.48
104.19.206.219,8443,259.52
104.19.196.122,2087,259.64
104.19.206.71,443,259.65
104.19.193.47,2087,259.78
104.19.193.49,8443,259.79
104.19.192.22,2087,260.03
104.19.199.123,443,260.09
104.19.199.208,8443,260.10
104.19.202.198,2096,260.10
104.19.205.188,2096,260.16
104.19.207.184,2053,260.16
104.19.205.144,443,260.16
104.19.196.46,2087,260.25
104.19.203.153,8443,260.40
104.19.203.68,2096,260.47
104.19.197.115,2053,260.52
104.19.197.77,8443,260.59
104.19.202.71,2083,260.70
104.19.206.184,8443,260.72
104.19.193.108,8443,260.75
104.19.196.150,2096,260.78
104.19.200.147,2053,260.80
104.19.199.119,2096,260.81
104.19.199.161,2087,260.83
104.19.196.210,2096,260.85
104.19.200.155,8443,260.93
104.19.195.67,2053,261.01
104.19.194.43,2083,261.03
104.19.202.24,2083,261.07
104.19.203.179,2083,261.22
104.19.207.121,8443,261.23
104.19.197.253,2087,261.27
104.19.207.34,2096,261.28
104.19.200.169,2087,261.30
104.19.206.236,2053,261.32
104.19.196.232,2053,261.38
104.19.201.239,2053,261.44
104.19.193.76,2096,261.44
104.19.203.199,443,261.57
104.19.206.231,443,261.60
104.19.203.70,2053,261.63
104.19.199.119,8443,261.68
104.19.205.188,443,261.72
104.19.203.191,443,261.72
104.19.202.31,2053,261.78
104.19.192.32,2053,261.90
104.19.194.71,2087,261.91
104.19.193.157,2096,261.96
104.19.201.32,2096,261.97
104.19.201.204,2053,262.00
104.19.199.76,2083,262.03
104.19.203.78,443,262.07
104.19.207.213,8443,262.09
104.19.199.54,2083,262.10
104.19.200.255,2087,262.10
104.19.202.47,443,262.12
104.19.198.78,8443,262.13
104.19.197.116,2083,262.16
104.19.202.235,2096,262.18
104.19.207.22,2087,262.19
104.19.207.194,2053,262.21
104.19.198.113,2083,262.21
104.19.200.137,2053,262.24
104.19.198.157,8443,262.29
104.19.198.161,443,262.31
104.19.199.66,2087,262.41
104.19.203.75,2053,262.55
104.19.193.46,2087,262.56
104.19.205.141,2087,262.58
104.19.198.181,8443,262.64
104.19.196.122,2083,262.68
104.19.193.245,2053,262.70
104.19.193.244,2096,262.70
104.19.203.144,443,262.72
104.19.193.226,8443,262.78
104.19.202.189,2053,262.82
104.19.199.54,2053,262.82
104.19.200.164,2096,262.83
104.19.205.52,443,262.85
104.19.198.179,2053,262.92
104.19.201.27,8443,262.98
104.19.206.236,2096,263.00
104.19.200.233,8443,263.00
104.19.194.30,2053,263.03
104.19.203.85,2087,263.08
104.19.193.245,2087,263.12
104.19.207.173,2053,263.14
104.19.193.86,2083,263.22
104.19.207.80,2096,263.25
104.19.203.43,2096,263.28
104.19.198.196,2053,263.28
104.19.203.102,2087,263.37
104.19.195.203,2083,263.40
104.19.192.176,443,263.41
104.19.198.196,8443,263.52
104.19.200.187,8443,263.52
104.19.193.119,8443,263.54
104.19.193.226,2053,263.55
104.19.204.119,8443,263.56
104.19.198.111,2096,263.56
104.19.195.54,2087,263.60
104.19.192.243,2083,263.63
104.19.192.205,2087,263.65
104.19.204.253,2053,263.69
104.19.207.55,443,263.73
104.19.196.164,2087,263.73
104.19.204.31,2053,263.74
104.19.204.153,2096,263.74
104.19.199.100,2053,263.75
104.19.198.161,2096,263.76
104.19.193.201,8443,263.88
104.19.197.112,2087,263.93
104.19.202.47,2096,263.94
104.19.205.17,2087,263.96
104.19.206.247,443,263.96
104.19.200.77,2083,263.99
104.19.192.227,2053,264.01
104.19.197.150,443,264.01
104.19.206.22,443,264.20
104.19.204.157,2087,264.26
104.19.207.194,443,264.28
104.19.199.137,2087,264.30
104.19.195.110,2087,264.31
104.19.204.232,2053,264.31
104.19.192.213,2083,264.42
104.19.193.217,2083,264.43
104.19.207.46,2096,264.45
104.19.192.176,2083,264.53
104.19.193.108,2053,264.54
104.19.197.17,2053,264.58
104.19.194.93,443,264.76
104.19.202.37,443,264.79
104.19.207.46,2087,264.86
104.19.193.52,2053,264.94
104.19.204.104,443,264.99
104.19.204.78,443,265.07
104.19.197.16,443,265.09
104.19.193.108,2083,265.13
104.19.200.191,2083,265.18
104.19.200.112,2087,265.18
104.19.199.134,2096,265.24
104.19.203.243,8443,265.28
104.19.204.189,2087,265.29
104.19.205.144,2083,265.29
104.19.207.98,2096,265.30
104.19.205.37,2083,265.31
104.19.201.121,2096,265.32
104.19.204.140,2083,265.37
104.19.197.83,2096,265.41
104.19.201.35,2087,265.42
104.19.200.178,8443,265.42
104.19.192.143,2053,265.46
104.19.198.35,2096,265.64
104.19.205.14,443,265.64
104.19.199.6,2053,265.65
104.19.197.116,443,265.66
104.19.204.140,443,265.70
104.19.201.79,443,265.72
104.19.192.234,8443,265.72
104.19.203.248,2096,265.74
104.19.200.4,2096,265.76
104.19.193.244,443,265.77
104.19.206.43,443,265.83
104.19.194.155,2083,265.84
104.19.204.129,443,265.86
104.19.193.102,2087,265.86
104.19.205.165,443,265.90
104.19.195.114,2083,265.91
104.19.206.74,2096,265.92
104.19.206.93,2087,265.95
104.19.203.127,2083,265.95
104.19.195.12,8443,266.02
104.19.199.122,2087,266.06
104.19.207.100,2083,266.18
104.19.199.73,2053,266.21
104.19.205.75,443,266.28
104.19.201.191,2053,266.32
104.19.203.193,443,266.32
104.19.204.243,8443,266.38
104.19.203.217,2096,266.40
104.19.194.110,8443,266.48
104.19.202.189,2087,266.49
104.19.201.73,2053,266.52
104.19.206.104,2083,266.58
104.19.194.4,443,266.61
104.19.200.255,2096,266.70
104.19.203.174,2083,266.72
104.19.201.22,2096,266.72
104.19.193.253,443,266.76
104.19.192.233,2083,266.78
104.19.194.159,2053,266.83
104.19.199.106,443,266.87
104.19.202.52,2053,266.88
104.19.200.197,443,266.88
104.19.197.225,2096,266.89
104.19.195.131,2053,266.95
104.19.192.185,8443,267.03
104.19.195.42,2053,267.06
104.19.193.157,2087,267.06
104.19.201.71,2087,267.08
104.19.205.140,2096,267.25
104.19.205.92,443,267.32
104.19.204.119,2087,267.33
104.19.197.181,2083,267.38
104.19.192.171,2083,267.40
104.19.206.17,2087,267.48
104.19.196.162,2083,267.52
104.19.206.235,2083,267.67
104.19.199.87,2096,267.67
104.19.196.131,2096,267.68
104.19.201.111,2053,267.68
104.19.193.157,2053,267.75
104.19.197.207,2096,267.78
104.19.193.78,2096,267.89
104.19.201.45,2096,267.95
104.19.203.84,8443,268.03
104.19.199.186,2083,268.11
104.19.200.241,2083,268.29
104.19.202.108,8443,268.31
104.19.192.137,2083,268.41
104.19.206.59,2083,268.46
104.19.205.116,2087,268.56
104.19.201.71,2096,268.57
104.19.202.255,2053,268.60
104.19.196.169,8443,268.63
104.19.207.182,443,268.64
104.19.199.180,2083,268.65
104.19.193.196,8443,268.76
104.19.199.139,2083,268.83
104.19.193.251,2087,268.84
104.19.203.198,8443,268.93
104.19.195.154,2083,268.95
104.19.201.68,2096,269.09
104.19.202.117,8443,269.12
104.19.204.81,2083,269.15
104.19.203.76,2083,269.17
104.19.201.125,2096,269.17
104.19.196.217,2053,269.21
104.19.192.22,2096,269.21
104.19.197.78,8443,269.22
104.19.193.114,2087,269.23
104.19.193.104,443,269.24
104.19.204.21,2053,269.27
104.19.202.72,2087,269.29
104.19.205.239,2083,269.33
104.19.193.176,2096,269.39
104.19.205.108,2087,269.45
104.19.198.165,2083,269.45
104.19.204.102,2087,269.48
104.19.201.64,2096,269.48
104.19.203.114,443,269.49
104.19.199.31,443,269.51
104.19.192.28,2087,269.51
104.19.194.196,2087,269.56
104.19.194.192,2087,269.58
104.19.197.29,2096,269.59
104.19.200.23,2053,269.60
104.19.206.152,8443,269.62
104.19.206.160,8443,269.67
104.19.203.6,8443,269.69
104.19.200.101,2083,269.72
104.19.196.174,2087,269.74
104.19.193.140,8443,269.78
104.19.202.151,8443,269.80
104.19.193.67,2096,269.90
104.19.196.224,2053,269.92
104.19.207.20,8443,269.96
104.19.194.248,2087,270.01
104.19.206.51,2083,270.03
104.19.203.113,2053,270.04
104.19.198.237,2053,270.06
104.19.193.98,2087,270.08
104.19.192.91,443,270.09
104.19.192.107,8443,270.10
104.19.203.227,8443,270.12
104.19.203.133,2053,270.31
104.19.193.105,2053,270.37
104.19.198.188,2087,270.37
104.19.203.252,2096,270.41
104.19.193.95,2087,270.42
104.19.200.169,443,270.42
104.19.193.217,2087,270.46
104.19.199.206,2096,270.63
104.19.199.79,443,270.66
104.19.197.172,2096,270.70
104.19.197.182,2083,270.72
104.19.204.53,8443,270.92
104.19.200.104,2087,270.92
104.19.192.168,443,271.02
104.19.204.71,8443,271.06
104.19.202.199,2096,271.10
104.19.192.32,2083,271.18
104.19.204.121,2083,271.19
104.19.201.87,2083,271.20
104.19.198.209,2083,271.22
104.19.206.138,443,271.22
104.19.205.65,2096,271.25
104.19.201.180,2053,271.25
104.19.202.58,2083,271.36
104.19.205.37,2087,271.38
104.19.195.247,2087,271.42
104.19.206.158,2053,271.48
104.19.195.43,443,271.56
104.19.204.13,2083,271.66
104.19.195.240,2083,271.67
104.19.199.211,2083,271.70
104.19.199.159,443,271.71
104.19.195.43,2087,271.72
104.19.201.22,443,271.73
104.19.199.104,2083,271.75
104.19.200.168,8443,271.82
104.19.192.6,2087,271.83
104.19.200.202,2096,271.84
104.19.195.235,443,271.85
104.19.204.74,2096,271.86
104.19.194.82,2053,271.87
104.19.201.119,2053,271.97
104.19.202.13,2087,271.98
104.19.201.129,443,271.98
104.19.196.240,2096,272.04
104.19.199.244,2083,272.05
104.19.193.108,443,272.24
104.19.199.232,2053,272.26
104.19.196.51,8443,272.26
104.19.205.205,2096,272.27
104.19.206.52,2053,272.28
104.19.207.156,2087,272.30
104.19.196.218,2087,272.32
104.19.199.71,2087,272.48
104.19.197.176,2087,272.57
104.19.198.96,2087,272.61
104.19.194.250,2087,272.63
104.19.206.114,8443,272.64
104.19.202.240,8443,272.66
104.19.194.19,2053,272.66
104.19.192.78,8443,272.68
104.19.196.161,2087,272.70
104.19.194.164,2087,272.70
104.19.196.38,2087,272.71
104.19.201.99,8443,272.73
104.19.193.113,2087,272.82
104.19.205.33,2096,272.89
104.19.197.22,2096,273.09
104.19.202.108,443,273.16
104.19.195.164,8443,273.18
104.19.194.19,2087,273.21
104.19.206.138,2083,273.21
104.19.204.172,2083,273.27
104.19.194.112,2087,273.35
104.19.193.86,2096,273.36
104.19.199.40,2096,273.36
104.19.193.235,8443,273.43
104.19.198.2,8443,273.48
104.19.204.179,2087,273.52
104.19.207.145,2087,273.53
104.19.201.35,2083,273.60
104.19.200.30,443,273.61
104.19.198.36,2083,273.69
104.19.197.188,2083,273.72
104.19.205.33,2087,273.72
104.19.199.54,443,273.73
104.19.198.92,443,273.74
104.19.202.45,2053,273.79
104.19.200.10,2087,273.80
104.19.203.9,2087,273.81
104.19.195.210,2083,273.82
104.19.200.78,2083,273.84
104.19.199.33,2053,273.91
104.19.199.232,8443,273.97
104.19.205.193,2083,273.98
104.19.203.169,2053,274.02
104.19.202.72,2083,274.13
104.19.198.92,8443,274.18
104.19.195.42,2096,274.27
104.19.205.193,8443,274.29
104.19.197.53,2096,274.39
104.19.197.43,2083,274.41
104.19.206.140,2083,274.42
104.19.205.253,2096,274.48
104.19.196.72,2053,274.49
104.19.200.168,2083,274.50
104.19.193.160,2096,274.52
104.19.198.240,2053,274.55
104.19.205.146,443,274.56
104.19.201.21,2096,274.59
104.19.197.229,2096,274.61
104.19.196.198,2053,274.62
104.19.199.40,2083,274.69
104.19.201.84,2053,274.72
104.19.197.31,443,274.73
104.19.192.122,2083,274.74
104.19.204.194,8443,274.78
104.19.194.251,8443,274.79
104.19.199.244,2096,274.80
104.19.199.217,2096,274.84
104.19.205.227,2083,274.87
104.19.197.137,8443,274.95
104.19.202.144,2096,274.97
104.19.201.64,2083,274.99
104.19.193.137,2083,275.12
104.19.194.110,2087,275.15
104.19.205.35,2083,275.23
104.19.199.164,8443,275.27
104.19.199.146,2053,275.31
104.19.192.115,2083,275.37
104.19.206.221,2096,275.40
104.19.202.174,8443,275.47
104.19.193.177,2096,275.49
104.19.199.217,2083,275.52
104.19.206.49,2083,275.54
104.19.204.107,8443,275.54
104.19.201.58,443,275.61
104.19.206.102,2096,275.66
104.19.206.3,2053,275.68
104.19.206.120,2087,275.83
104.19.194.244,2083,275.88
104.19.193.35,443,275.90
104.19.206.149,8443,275.92
104.19.196.20,8443,275.98
104.19.203.94,2053,276.03
104.19.204.69,2087,276.03
104.19.196.247,8443,276.04
104.19.204.19,443,276.06
104.19.206.36,2083,276.08
104.19.198.206,2083,276.15
104.19.198.13,8443,276.21
104.19.192.66,8443,276.30
104.19.205.8,443,276.30
104.19.192.99,2053,276.31
104.19.194.168,2087,276.32
104.19.204.236,8443,276.33
104.19.198.104,2083,276.37
104.19.202.199,443,276.40
104.19.206.144,8443,276.43
104.19.192.210,2083,276.46
104.19.201.163,2087,276.50
104.19.202.174,2087,276.51
104.19.195.96,443,276.52
104.19.205.223,8443,276.57
104.19.204.101,2096,276.59
104.19.199.63,443,276.62
104.19.198.128,2087,276.64
104.19.200.176,443,276.70
104.19.205.165,8443,276.73
104.19.204.236,2083,276.75
104.19.204.121,2053,276.79
104.19.193.29,443,276.94
104.19.198.84,443,276.97
104.19.206.76,2096,276.98
104.19.203.252,8443,277.00
104.19.199.237,2053,277.00
104.19.199.6,443,277.02
104.19.202.127,443,277.02
104.19.201.181,2087,277.05
104.19.206.134,2096,277.08
104.19.199.191,8443,277.08
104.19.198.135,2083,277.10
104.19.195.54,2053,277.11
104.19.206.38,443,277.14
104.19.206.22,2096,277.14
104.19.203.220,2096,277.16
104.19.195.38,2096,277.19
104.19.195.8,2087,277.21
104.19.201.58,2087,277.25
104.19.198.129,2096,277.33
104.19.201.17,2083,277.33
104.19.199.182,443,277.35
104.19.199.197,2053,277.35
104.19.196.240,2087,277.36
104.19.194.137,8443,277.37
104.19.201.96,2053,277.47
104.19.200.239,8443,277.50
104.19.192.139,2096,277.50
104.19.197.8,2087,277.53
104.19.194.202,2083,277.59
104.19.202.19,443,277.60
104.19.203.6,2083,277.73
104.19.193.81,2083,277.76
104.19.202.19,2096,277.92
104.19.196.226,2053,277.93
104.19.198.111,443,278.04
104.19.198.38,2053,278.12
104.19.206.120,443,278.15
104.19.206.175,443,278.15
104.19.204.101,2087,278.17
104.19.192.67,443,278.17
104.19.206.118,2053,278.19
104.19.206.49,8443,278.22
104.19.195.248,2083,278.22
104.19.196.123,2096,278.36
104.19.194.207,2096,278.36
104.19.192.93,8443,278.39
104.19.195.72,2096,278.43
104.19.200.48,8443,278.53
104.19.205.40,443,278.54
104.19.203.41,8443,278.57
104.19.192.62,443,278.64
104.19.207.63,2096,278.83
104.19.202.89,8443,278.85
104.19.192.61,8443,278.89
104.19.197.7,2083,278.92
104.19.206.76,2087,278.95
104.19.199.12,2096,278.96
104.19.206.189,2096,278.98
104.19.201.249,443,279.02
104.19.203.64,8443,279.08
104.19.199.232,443,279.11
104.19.199.183,2096,279.13
104.19.199.217,2087,279.14
104.19.201.249,2087,279.17
104.19.201.129,2083,279.19
104.19.198.31,2087,279.24
104.19.206.1,2096,279.26
104.19.199.176,2096,279.31
104.19.201.168,2083,279.35
104.19.197.197,2053,279.35
104.19.193.110,2053,279.39
104.19.195.62,2053,279.41
104.19.206.161,8443,279.48
104.19.196.117,2053,279.48
104.19.197.158,443,279.52
104.19.206.200,2087,279.53
104.19.203.165,443,279.54
104.19.202.95,443,279.55
104.19.205.227,2096,279.56
104.19.207.217,2087,279.64
104.19.193.29,2053,279.66
104.19.204.164,2053,279.75
104.19.205.222,2096,279.75
104.19.197.77,2087,279.77
104.19.201.127,2083,279.83
104.19.201.230,8443,279.92
104.19.193.185,2053,279.99
104.19.197.41,2083,280.05
104.19.197.80,2096,280.05
104.19.197.229,443,280.09
104.19.197.205,2096,280.18
104.19.194.116,2053,280.22
104.19.194.164,2053,280.26
104.19.198.165,2096,280.27
104.19.198.183,443,280.29
104.19.196.236,443,280.34
104.19.205.125,2053,280.34
104.19.202.68,2096,280.35
104.19.196.101,2083,280.37
104.19.193.183,8443,280.37
104.19.196.47,2053,280.38
104.19.198.180,8443,280.40
104.19.196.144,2087,280.45
104.19.206.191,8443,280.46
104.19.199.26,2053,280.47
104.19.192.62,2083,280.49
104.19.196.223,2053,280.50
104.19.204.156,8443,280.55
104.19.200.80,8443,280.57
104.19.198.128,443,280.60
104.19.192.245,443,280.62
104.19.197.51,8443,280.67
104.19.193.75,2096,280.77
104.19.192.34,2053,280.80
104.19.195.179,2096,280.87
104.19.194.72,8443,280.88
104.19.192.62,2087,280.90
104.19.194.156,2087,280.92
104.19.200.60,2083,280.96
104.19.197.43,2087,280.99
104.19.207.68,2087,281.08
104.19.200.245,2083,281.10
104.19.195.19,443,281.10
104.19.200.203,2083,281.17
104.19.202.129,443,281.18
104.19.203.59,443,281.19
104.19.200.245,2053,281.23
104.19.205.15,8443,281.23
104.19.197.218,8443,281.26
104.19.194.28,8443,281.26
104.19.207.54,2083,281.31
104.19.205.53,2083,281.31
104.19.192.215,2053,281.42
104.19.207.91,2053,281.44
104.19.201.81,443,281.46
104.19.204.178,2096,281.46
104.19.206.214,8443,281.52
104.19.193.125,2053,281.53
104.19.204.250,2053,281.56
104.19.200.152,443,281.57
104.19.193.121,2096,281.62
104.19.202.151,2096,281.66
104.19.203.20,8443,281.71
104.19.207.136,8443,281.87
104.19.199.176,2053,281.89
104.19.195.62,8443,281.92
104.19.194.67,2053,282.05
104.19.203.215,2096,282.07
104.19.201.136,2096,282.08
104.19.207.40,443,282.12
104.19.207.128,2053,282.13
104.19.198.35,2083,282.15
104.19.194.25,2053,282.17
104.19.193.215,8443,282.20
104.19.198.199,2087,282.25
104.19.193.103,2096,282.26
104.19.204.87,2087,282.31
104.19.201.157,443,282.31
104.19.205.69,8443,282.31
104.19.194.63,2087,282.34
104.19.200.139,2096,282.36
104.19.193.90,2087,282.38
104.19.194.228,8443,282.43
104.19.204.203,2096,282.44
104.19.192.255,8443,282.46
104.19.203.216,2087,282.47
104.19.203.123,2087,282.49
104.19.200.14,8443,282.50
104.19.195.12,2083,282.56
104.19.194.83,2096,282.56
104.19.207.166,2087,282.57
104.19.198.145,2083,282.58
104.19.201.222,2053,282.62
104.19.195.118,2083,282.68
104.19.197.33,2087,282.70
104.19.199.138,8443,282.78
104.19.206.192,2053,282.78
104.19.201.164,443,282.81
104.19.194.200,2096,282.86
104.19.194.97,2053,282.86
104.19.195.143,2096,282.93
104.19.207.38,8443,282.93
104.19.193.251,8443,282.95
104.19.197.255,443,283.01
104.19.194.58,8443,283.04
104.19.194.97,2096,283.05
104.19.192.183,8443,283.13
104.19.200.213,443,283.20
104.19.198.168,2096,283.23
104.19.201.53,2087,283.30
104.19.197.153,2096,283.32
104.19.194.214,2083,283.36
104.19.205.13,2083,283.36
104.19.201.187,443,283.40
104.19.196.106,8443,283.40
104.19.199.62,443,283.44
104.19.201.242,2053,283.48
104.19.193.110,443,283.50
104.19.201.96,8443,283.58
104.19.193.142,2096,283.61
104.19.204.88,2087,283.63
104.19.201.213,2087,283.63
104.19.195.107,2096,283.70
104.19.192.140,2096,283.71
104.19.204.26,2096,283.73
104.19.203.81,2083,283.74
104.19.201.125,2083,283.75
104.19.198.111,2087,283.79
104.19.207.157,443,283.80
104.19.203.37,443,283.82
104.19.206.57,2096,283.87
104.19.207.120,8443,283.90
104.19.205.40,2087,283.90
104.19.198.149,443,283.91
104.19.194.187,2083,283.94
104.19.197.16,2053,283.97
104.19.199.181,2087,283.97
104.19.205.255,2053,283.98
104.19.197.80,2083,284.02
104.19.199.193,2087,284.07
104.19.192.169,2096,284.08
104.19.193.194,8443,284.14
104.19.199.3,443,284.14
104.19.196.236,2053,284.15
104.19.200.142,2087,284.19
104.19.197.140,2053,284.23
104.19.192.245,2083,284.25
104.19.193.132,443,284.35
104.19.194.17,2087,284.37
104.19.201.55,8443,284.40
104.19.199.44,443,284.54
104.19.194.190,443,284.55
104.19.198.168,2087,284.58
