Address,Port,Response Time(ms)
104.19.192.7,2087,158.14
104.19.204.107,2087,158.14
104.19.205.241,2096,158.15
104.19.196.79,2087,158.15
104.19.203.142,2096,158.15
104.19.198.9,8443,158.16
104.19.192.29,2087,158.16
104.19.199.95,443,158.16
104.19.193.3,2053,158.16
104.19.193.239,2083,158.16
104.19.194.163,2096,158.16
104.19.200.176,2053,158.17
104.19.205.114,8443,158.17
104.19.206.211,8443,158.17
104.19.192.98,2096,158.17
104.19.193.180,2096,158.18
104.19.197.67,8443,158.18
104.19.203.106,8443,158.18
104.19.196.64,8443,158.18
104.19.192.69,2096,158.18
104.19.197.27,2096,158.19
104.19.203.131,443,158.19
104.19.194.134,2083,158.19
104.19.202.208,8443,158.20
104.19.203.155,2053,158.20
104.19.207.217,8443,158.20
104.19.195.175,2096,158.20
104.19.204.88,2053,158.20
104.19.205.27,2083,158.20
104.19.199.63,2083,158.20
104.19.198.36,2053,158.21
104.19.197.241,443,158.21
104.19.195.20,2053,158.21
104.19.207.194,2083,158.22
104.19.201.20,2087,158.22
104.19.193.163,2096,158.22
104.19.193.199,8443,158.22
104.19.196.130,8443,158.22
104.19.194.229,2096,158.22
104.19.193.26,2083,158.23
104.19.194.53,2087,158.23
104.19.199.236,8443,158.23
104.19.203.80,443,158.23
104.19.207.93,2083,158.23
104.19.207.213,2083,158.23
104.19.203.230,2096,158.23
104.19.196.60,2096,158.24
104.19.202.24,2053,158.24
104.19.207.10,8443,158.24
104.19.192.150,8443,158.24
104.19.197.226,2053,158.24
104.19.202.59,2083,158.24
104.19.204.206,8443,158.24
104.19.199.250,2096,158.25
104.19.205.14,2083,158.25
104.19.194.91,8443,158.25
104.19.196.233,8443,158.26
104.19.199.177,2096,158.26
104.19.203.93,2096,158.26
104.19.194.106,2096,158.26
104.19.204.77,443,158.27
104.19.198.119,8443,158.27
104.19.196.209,2083,158.27
104.19.195.146,8443,158.27
104.19.201.67,8443,158.27
104.19.193.218,2096,158.27
104.19.203.147,2087,158.27
104.19.195.111,2053,158.28
104.19.206.17,8443,158.28
104.19.194.171,2053,158.28
104.19.204.76,2083,158.28
104.19.196.132,443,158.28
104.19.203.202,2087,158.28
104.19.195.31,2083,158.28
104.19.195.244,2087,158.29
104.19.202.44,2087,158.29
104.19.202.56,443,158.29
104.19.193.219,443,158.29
104.19.203.138,8443,158.29
104.19.192.69,2053,158.29
104.19.195.62,443,158.29
104.19.199.64,2087,158.29
104.19.206.225,2053,158.30
104.19.202.241,2083,158.30
104.19.204.42,443,158.30
104.19.201.94,8443,158.30
104.19.198.114,443,158.31
104.19.198.11,2053,158.31
104.19.192.72,2096,158.31
104.19.195.32,2096,158.31
104.19.201.185,443,158.31
104.19.197.245,2087,158.31
104.19.193.223,2087,158.31
104.19.206.5,2096,158.31
104.19.198.95,2096,158.31
104.19.193.92,2096,158.31
104.19.197.194,2083,158.32
104.19.193.98,2083,158.32
104.19.200.107,2083,158.32
104.19.205.14,2087,158.32
104.19.204.40,2083,158.32
104.19.193.95,443,158.33
104.19.195.221,2096,158.33
104.19.205.137,8443,158.33
104.19.206.34,2096,158.33
104.19.195.33,2083,158.33
104.19.203.112,8443,158.34
104.19.192.41,2087,158.34
104.19.194.152,2083,158.34
104.19.196.37,8443,158.35
104.19.195.138,8443,158.35
104.19.201.199,8443,158.35
104.19.192.253,2083,158.36
104.19.206.150,2087,158.36
104.19.202.196,2083,158.36
104.19.192.12,2096,158.36
104.19.199.156,2096,158.36
104.19.199.89,2096,158.36
104.19.197.249,2083,158.36
104.19.204.241,443,158.36
104.19.201.211,2087,158.36
104.19.197.165,2096,158.36
104.19.201.102,2087,158.36
104.19.192.195,8443,158.36
104.19.206.4,2083,158.36
104.19.193.10,2083,158.37
104.19.205.217,2096,158.37
104.19.205.42,443,158.37
104.19.204.241,2087,158.37
104.19.193.224,2096,158.37
104.19.202.225,8443,158.37
104.19.198.140,8443,158.37
104.19.206.174,2053,158.37
104.19.207.176,2083,158.38
104.19.202.249,8443,158.38
104.19.200.74,2053,158.38
104.19.198.191,8443,158.38
104.19.207.8,8443,158.38
104.19.206.52,2096,158.38
104.19.205.68,8443,158.39
104.19.194.29,2083,158.39
104.19.205.107,2083,158.39
104.19.195.71,2053,158.39
104.19.205.42,2083,158.40
104.19.200.233,443,158.40
104.19.205.45,2087,158.40
104.19.199.221,2087,158.40
104.19.200.230,8443,158.41
104.19.193.216,2083,158.41
104.19.202.111,2096,158.41
104.19.192.243,2096,158.41
104.19.205.129,8443,158.41
104.19.197.130,2053,158.41
104.19.199.40,8443,158.41
104.19.195.220,8443,158.41
104.19.200.136,2087,158.42
104.19.205.79,443,158.42
104.19.205.10,2096,158.42
104.19.203.102,2083,158.42
104.19.206.105,2087,158.42
104.19.203.224,2083,158.42
104.19.195.158,8443,158.43
104.19.192.31,2083,158.43
104.19.197.213,2096,158.43
104.19.197.150,2087,158.43
104.19.194.17,2053,158.43
104.19.201.157,8443,158.43
104.19.204.206,2053,158.43
104.19.207.74,2096,158.43
104.19.207.190,2087,158.44
104.19.205.79,2096,158.44
104.19.200.125,2083,158.44
104.19.198.9,2087,158.45
104.19.193.141,8443,158.45
104.19.203.129,2053,158.45
104.19.207.7,2053,158.45
104.19.206.239,2096,158.45
104.19.198.189,8443,158.45
104.19.192.196,2053,158.45
104.19.196.51,2096,158.45
104.19.198.210,443,158.46
104.19.201.57,2096,158.46
104.19.198.131,2087,158.46
104.19.195.211,8443,158.47
104.19.197.236,2087,158.47
104.19.193.139,2087,158.47
104.19.206.244,2087,158.47
104.19.202.167,8443,158.47
104.19.202.5,443,158.47
104.19.198.101,2096,158.47
104.19.193.135,2083,158.47
104.19.200.168,2087,158.47
104.19.205.33,8443,158.47
104.19.192.236,2096,158.47
104.19.199.255,2053,158.47
104.19.195.74,2083,158.47
104.19.202.89,2087,158.47
104.19.194.135,443,158.47
104.19.200.70,2053,158.47
104.19.204.48,2096,158.47
104.19.193.231,2087,158.48
104.19.193.239,443,158.48
104.19.199.225,2096,158.48
104.19.205.93,2087,158.48
104.19.202.160,8443,158.48
104.19.195.175,2083,158.48
104.19.204.186,2087,158.48
104.19.203.71,443,158.49
104.19.205.128,2083,158.49
104.19.200.13,2083,158.49
104.19.199.12,2083,158.49
104.19.197.244,2087,158.50
104.19.193.216,443,158.50
104.19.201.237,2053,158.50
104.19.198.237,2087,158.50
104.19.205.68,2087,158.50
104.19.206.94,8443,158.50
104.19.198.141,2053,158.50
104.19.204.228,2053,158.50
104.19.203.41,2096,158.51
104.19.192.100,443,158.51
104.19.192.134,8443,158.51
104.19.192.73,2083,158.51
104.19.206.0,8443,158.51
104.19.200.130,2096,158.52
104.19.203.234,2083,158.52
104.19.202.161,2083,158.52
104.19.206.177,2053,158.52
104.19.204.245,443,158.52
104.19.198.99,2083,158.52
104.19.203.205,2087,158.52
104.19.193.246,2096,158.53
104.19.207.121,2087,158.53
104.19.197.239,443,158.53
104.19.195.211,2083,158.54
104.19.204.196,443,158.54
104.19.207.229,2096,158.54
104.19.192.94,2053,158.54
104.19.192.23,2083,158.54
104.19.197.208,2096,158.55
104.19.207.36,2053,158.55
104.19.196.31,2053,158.55
104.19.193.74,2083,158.55
104.19.205.77,2053,158.56
104.19.193.53,2053,158.56
104.19.199.126,2096,158.56
104.19.200.75,2096,158.57
104.19.204.171,8443,158.57
104.19.193.9,8443,158.58
104.19.194.15,8443,158.58
104.19.201.78,8443,158.58
104.19.203.241,8443,158.58
104.19.196.180,443,158.58
104.19.204.242,2087,158.58
104.19.192.220,2053,158.58
104.19.202.82,2096,158.58
104.19.206.37,2053,158.59
104.19.196.127,2096,158.59
104.19.196.150,2053,158.59
104.19.196.125,443,158.59
104.19.205.104,2087,158.59
104.19.201.129,2096,158.59
104.19.194.154,2087,158.59
104.19.207.94,2087,158.59
104.19.192.40,443,158.59
104.19.192.85,2096,158.60
104.19.192.129,2087,158.60
104.19.194.102,2083,158.60
104.19.206.114,2053,158.60
104.19.201.109,2096,158.60
104.19.202.124,2083,158.61
104.19.196.95,2087,158.61
104.19.198.238,8443,158.61
104.19.197.142,8443,158.61
104.19.193.208,2083,158.61
104.19.204.26,443,158.61
104.19.201.7,2053,158.61
104.19.195.27,443,158.62
104.19.198.81,443,158.62
104.19.202.231,2096,158.62
104.19.196.186,8443,158.62
104.19.195.56,443,158.62
104.19.202.240,2053,158.63
104.19.201.1,443,158.63
104.19.195.47,2087,158.63
104.19.194.185,443,158.63
104.19.202.4,2087,158.63
104.19.195.159,443,158.63
104.19.199.100,8443,158.64
104.19.206.16,443,158.64
104.19.205.83,2083,158.64
104.19.199.124,2053,158.64
104.19.192.10,443,158.64
104.19.202.98,2083,158.64
104.19.194.181,2087,158.65
104.19.202.109,2087,158.65
104.19.198.217,2053,158.65
104.19.202.90,2096,158.65
104.19.199.162,2053,158.66
104.19.199.161,2053,158.66
104.19.202.127,8443,158.66
104.19.205.252,2087,158.66
104.19.194.22,443,158.66
104.19.198.60,2096,158.67
104.19.203.3,443,158.67
104.19.203.61,2087,158.67
104.19.203.119,443,158.67
104.19.207.138,2083,158.67
104.19.201.199,443,158.67
104.19.207.139,8443,158.67
104.19.192.140,2053,158.67
104.19.202.2,2087,158.67
104.19.206.190,2083,158.68
104.19.196.254,2087,158.68
104.19.201.179,2087,158.68
104.19.195.9,8443,158.68
104.19.199.60,2087,158.68
104.19.203.230,2053,158.68
104.19.192.32,2096,158.68
104.19.205.92,2083,158.69
104.19.207.1,2087,158.69
104.19.197.106,2083,158.69
104.19.198.219,2087,158.69
104.19.201.210,2087,158.69
104.19.202.114,2087,158.69
104.19.199.152,8443,158.69
104.19.193.138,2083,158.69
104.19.198.234,443,158.69
104.19.204.162,8443,158.69
104.19.196.121,2087,158.69
104.19.203.162,2053,158.70
104.19.194.53,8443,158.70
104.19.206.155,2083,158.70
104.19.205.3,2087,158.70
104.19.195.190,2087,158.70
104.19.205.147,2083,158.70
104.19.196.93,2053,158.70
104.19.204.41,8443,158.70
104.19.204.249,2083,158.71
104.19.197.241,2087,158.71
104.19.197.134,2096,158.71
104.19.200.223,443,158.71
104.19.193.71,2087,158.71
104.19.207.60,2083,158.71
104.19.205.208,2087,158.71
104.19.201.145,2053,158.71
104.19.194.22,8443,158.71
104.19.206.208,2096,158.71
104.19.192.144,2083,158.72
104.19.194.245,2096,158.72
104.19.198.0,8443,158.72
104.19.198.237,2096,158.72
104.19.195.97,8443,158.72
104.19.203.60,2096,158.72
104.19.195.249,2087,158.73
104.19.203.229,443,158.73
104.19.204.202,8443,158.73
104.19.198.93,2053,158.73
104.19.202.123,8443,158.74
104.19.201.227,2096,158.74
104.19.198.152,2096,158.74
104.19.201.230,443,158.74
104.19.197.150,2053,158.74
104.19.203.239,2087,158.74
104.19.205.254,8443,158.74
104.19.200.156,8443,158.75
104.19.195.225,2096,158.75
104.19.197.118,2087,158.75
104.19.200.111,2096,158.75
104.19.203.42,2096,158.75
104.19.202.155,2096,158.75
104.19.202.148,2053,158.75
104.19.204.85,2087,158.76
104.19.207.162,2083,158.76
104.19.199.91,2087,158.76
104.19.202.96,2087,158.76
104.19.205.174,8443,158.76
104.19.205.247,2096,158.76
104.19.196.42,2096,158.76
104.19.196.156,2053,158.77
104.19.206.224,443,158.77
104.19.206.107,2087,158.77
104.19.196.12,443,158.77
104.19.192.207,8443,158.78
104.19.199.193,2083,158.78
104.19.193.72,2096,158.78
104.19.206.71,2096,158.78
104.19.199.7,2083,158.78
104.19.193.208,2096,158.78
104.19.197.113,2053,158.78
104.19.199.245,2087,158.78
104.19.199.213,2087,158.79
104.19.203.182,443,158.79
104.19.199.213,2053,158.80
104.19.204.176,2053,158.80
104.19.197.5,2087,158.80
104.19.200.233,2096,158.80
104.19.196.69,2087,158.80
104.19.202.213,2087,158.80
104.19.196.246,2083,158.81
104.19.193.161,8443,158.81
104.19.200.49,2053,158.81
104.19.193.17,8443,158.81
104.19.200.176,8443,158.81
104.19.202.99,2087,158.81
104.19.194.223,2096,158.81
104.19.196.81,8443,158.81
104.19.201.105,8443,158.81
104.19.199.88,2053,158.81
104.19.195.33,8443,158.81
104.19.197.26,443,158.81
104.19.192.60,2083,158.81
104.19.199.107,2053,158.82
104.19.199.12,8443,158.82
104.19.203.80,2087,158.82
104.19.196.186,2083,158.82
104.19.192.200,2083,158.82
104.19.193.97,2087,158.82
104.19.194.156,2096,158.83
104.19.197.140,443,158.83
104.19.200.74,2096,158.83
104.19.202.182,443,158.83
104.19.206.249,2083,158.83
104.19.196.172,2087,158.83
104.19.203.52,443,158.83
104.19.193.188,2083,158.84
104.19.193.173,8443,158.84
104.19.201.50,2053,158.84
104.19.192.94,2087,158.84
104.19.196.141,443,158.84
104.19.195.72,2053,158.84
104.19.204.7,2083,158.84
104.19.203.117,443,158.84
104.19.195.59,2087,158.85
104.19.198.128,2053,158.85
104.19.199.143,8443,158.85
104.19.194.152,2087,158.85
104.19.195.103,2083,158.86
104.19.194.222,443,158.86
104.19.206.71,2083,158.86
104.19.194.162,2087,158.86
104.19.197.170,2096,158.86
104.19.204.57,443,158.87
104.19.195.142,2083,158.87
104.19.195.59,443,158.87
104.19.207.77,2087,158.87
104.19.203.60,443,158.87
104.19.202.223,2087,158.87
104.19.204.254,8443,158.88
104.19.198.239,8443,158.88
104.19.197.243,2083,158.88
104.19.194.122,8443,158.88
104.19.195.124,2087,158.88
104.19.207.93,8443,158.88
104.19.196.145,8443,158.89
104.19.199.122,2053,158.89
104.19.196.48,2096,158.89
104.19.205.244,2096,158.89
104.19.205.59,8443,158.90
104.19.204.38,2096,158.90
104.19.199.121,443,158.90
104.19.202.215,8443,158.90
104.19.201.246,2096,158.90
104.19.197.120,2096,158.90
104.19.201.77,2096,158.91
104.19.197.150,2083,158.91
104.19.204.135,2083,158.91
104.19.198.164,443,158.91
104.19.197.35,2096,158.91
104.19.195.68,2096,158.91
104.19.196.88,2087,158.91
104.19.197.79,443,158.91
104.19.192.159,443,158.92
104.19.198.148,443,158.92
104.19.196.101,2087,158.92
104.19.195.227,2053,158.92
104.19.194.44,2096,158.92
104.19.201.224,443,158.92
104.19.200.188,2096,158.92
104.19.194.27,2087,158.92
104.19.192.167,8443,158.93
104.19.205.94,443,158.93
104.19.202.0,2096,158.93
104.19.207.177,2083,158.93
104.19.201.250,2096,158.93
104.19.205.98,2053,158.93
104.19.201.191,443,158.94
104.19.207.92,8443,158.94
104.19.198.249,2087,158.94
104.19.195.32,8443,158.94
104.19.194.95,8443,158.94
104.19.192.185,2083,158.94
104.19.194.235,2083,158.95
104.19.199.154,2096,158.95
104.19.192.5,2083,158.95
104.19.195.229,2087,158.95
104.19.197.89,2083,158.95
104.19.193.86,2053,158.95
104.19.202.16,2087,158.95
104.19.202.21,2083,158.96
104.19.205.133,2096,158.96
104.19.205.160,443,158.96
104.19.200.215,8443,158.96
104.19.202.115,443,158.96
104.19.204.67,8443,158.96
104.19.195.185,2096,158.96
104.19.202.102,2083,158.97
104.19.200.136,443,158.97
104.19.198.204,2053,158.97
104.19.193.191,2083,158.97
104.19.207.161,2083,158.97
104.19.192.202,443,158.97
104.19.207.45,443,158.98
104.19.203.166,2087,158.98
104.19.204.165,2083,158.98
104.19.203.88,2087,158.98
104.19.200.152,2096,158.98
104.19.192.29,8443,158.99
104.19.192.106,2096,158.99
104.19.193.175,2096,158.99
104.19.198.108,8443,158.99
104.19.203.193,2096,158.99
104.19.201.61,2096,158.99
104.19.204.106,443,158.99
104.19.197.113,8443,158.99
104.19.205.173,2096,158.99
104.19.193.134,2087,159.00
104.19.207.69,8443,159.00
104.19.205.44,8443,159.00
104.19.198.28,2083,159.00
104.19.205.53,2053,159.00
104.19.205.179,2053,159.00
104.19.192.82,443,159.01
104.19.198.164,2053,159.01
104.19.196.75,443,159.02
104.19.194.49,2096,159.02
104.19.194.244,2096,159.02
104.19.200.187,443,159.02
104.19.199.225,2083,159.02
104.19.192.80,2096,159.02
104.19.197.76,8443,159.02
104.19.204.39,2087,159.02
104.19.205.82,8443,159.03
104.19.197.102,2096,159.03
104.19.205.117,443,159.03
104.19.206.69,2087,159.03
104.19.203.161,2083,159.03
104.19.199.222,2083,159.03
104.19.196.71,443,159.03
104.19.196.150,443,159.04
104.19.197.118,2096,159.04
104.19.201.220,2087,159.04
104.19.204.93,2087,159.04
104.19.200.232,2087,159.04
104.19.197.175,443,159.05
104.19.198.240,2083,159.05
104.19.204.21,2087,159.05
104.19.199.178,2053,159.06
104.19.197.125,2096,159.06
104.19.205.111,2096,159.06
104.19.201.214,2087,159.06
104.19.205.10,2087,159.07
104.19.204.33,2096,159.07
104.19.202.143,2096,159.07
104.19.200.177,8443,159.08
104.19.194.195,443,159.08
104.19.206.1,2083,159.08
104.19.192.237,443,159.08
104.19.198.231,2087,159.08
104.19.195.213,2083,159.08
104.19.196.1,8443,159.08
104.19.200.31,2083,159.08
104.19.204.113,2083,159.08
104.19.197.214,8443,159.08
104.19.202.6,2083,159.09
104.19.192.106,2053,159.09
104.19.204.18,2087,159.09
104.19.206.20,2087,159.09
104.19.203.70,443,159.10
104.19.201.91,2096,159.10
104.19.194.52,2087,159.10
104.19.202.35,2087,159.10
104.19.205.124,2053,159.10
104.19.193.218,2083,159.10
104.19.202.15,2083,159.10
104.19.198.137,443,159.10
104.19.196.83,443,159.10
104.19.206.93,2053,159.11
104.19.207.11,2053,159.11
104.19.196.214,2083,159.11
104.19.206.86,2096,159.11
104.19.201.73,2083,159.11
104.19.192.245,2096,159.11
104.19.193.209,2096,159.11
104.19.192.88,443,159.12
104.19.192.220,2087,159.12
104.19.204.241,8443,159.12
104.19.198.166,2096,159.12
104.19.196.151,2083,159.12
104.19.200.183,2096,159.12
104.19.206.89,2053,159.12
104.19.200.56,2087,159.12
104.19.200.253,443,159.12
104.19.204.201,443,159.12
104.19.207.47,2083,159.13
104.19.202.27,2087,159.13
104.19.201.184,2083,159.13
104.19.207.218,8443,159.13
104.19.197.224,2053,159.13
104.19.203.172,443,159.13
104.19.203.82,2096,159.13
104.19.201.152,2096,159.13
104.19.195.208,443,159.14
104.19.207.75,2096,159.14
104.19.198.135,2087,159.14
104.19.194.91,2087,159.14
104.19.201.71,2083,159.14
104.19.192.126,2096,159.15
104.19.199.55,2083,159.15
104.19.206.76,2083,159.15
104.19.193.31,2096,159.15
104.19.192.62,8443,159.16
104.19.201.206,8443,159.16
104.19.200.64,8443,159.16
104.19.195.50,8443,159.16
104.19.201.251,2083,159.16
104.19.202.213,2096,159.16
104.19.198.249,2096,159.17
104.19.196.115,443,159.17
104.19.207.107,2083,159.17
104.19.202.43,443,159.17
104.19.197.141,2096,159.17
104.19.202.5,2083,159.17
104.19.202.29,2087,159.17
104.19.200.249,2053,159.17
104.19.196.203,2053,159.17
104.19.195.172,443,159.17
104.19.199.217,2053,159.18
104.19.205.57,2096,159.18
104.19.205.94,2053,159.18
104.19.195.138,2053,159.18
104.19.198.8,2053,159.18
104.19.207.226,2083,159.18
104.19.199.69,2083,159.18
104.19.199.8,2083,159.18
104.19.195.71,443,159.18
104.19.195.65,8443,159.19
104.19.194.165,8443,159.19
104.19.196.76,2083,159.19
104.19.200.176,2096,159.19
104.19.201.9,8443,159.19
104.19.204.55,2096,159.20
104.19.194.34,443,159.20
104.19.196.171,2083,159.20
104.19.200.110,2087,159.20
104.19.207.27,2083,159.20
104.19.199.35,2087,159.20
104.19.192.8,2096,159.20
104.19.194.69,2087,159.20
104.19.198.224,2083,159.21
104.19.194.234,2096,159.21
104.19.201.236,8443,159.21
104.19.195.224,443,159.21
104.19.203.198,443,159.21
104.19.205.85,2096,159.21
104.19.194.39,443,159.22
104.19.197.74,8443,159.22
104.19.196.70,443,159.22
104.19.194.227,8443,159.22
104.19.202.193,2096,159.22
104.19.206.241,2083,159.22
104.19.204.36,443,159.22
104.19.206.61,2087,159.22
104.19.199.199,8443,159.22
104.19.204.205,2096,159.22
104.19.200.70,2096,159.22
104.19.196.97,2087,159.22
104.19.196.133,2096,159.23
104.19.198.166,2083,159.23
104.19.206.210,2096,159.23
104.19.197.82,2053,159.23
104.19.197.239,8443,159.23
104.19.196.244,2096,159.23
104.19.196.50,443,159.24
104.19.206.78,2096,159.24
104.19.204.59,2053,159.24
104.19.195.98,2083,159.25
104.19.192.190,2087,159.25
104.19.195.3,443,159.25
104.19.201.55,2096,159.25
104.19.192.56,8443,159.25
104.19.194.37,2053,159.25
104.19.192.15,2083,159.25
104.19.193.218,8443,159.25
104.19.194.228,2087,159.25
104.19.195.37,2053,159.25
104.19.196.253,2087,159.25
104.19.201.99,2087,159.26
104.19.199.118,2053,159.26
104.19.197.234,8443,159.26
104.19.203.183,2083,159.26
104.19.199.83,2096,159.26
104.19.198.56,2053,159.26
104.19.203.142,443,159.26
104.19.199.221,8443,159.26
104.19.205.82,2096,159.27
104.19.200.140,2083,159.27
104.19.198.171,2083,159.27
104.19.199.239,2087,159.27
104.19.206.69,8443,159.27
104.19.199.178,2083,159.27
104.19.195.13,443,159.27
104.19.200.244,2096,159.27
104.19.201.20,8443,159.28
104.19.193.222,2083,159.28
104.19.199.18,2053,159.28
104.19.198.27,8443,159.28
104.19.197.188,2087,159.28
104.19.206.158,443,159.28
104.19.194.121,2083,159.28
104.19.192.57,443,159.29
104.19.205.230,2087,159.29
104.19.203.130,2087,159.29
104.19.192.60,2053,159.29
104.19.197.213,2083,159.30
104.19.193.82,2096,159.30
104.19.207.134,2053,159.31
104.19.203.156,8443,159.31
104.19.202.233,443,159.31
104.19.195.138,2083,159.31
104.19.195.102,8443,159.31
104.19.195.118,2053,159.31
104.19.207.182,8443,159.31
104.19.196.60,8443,159.32
104.19.206.234,2083,159.32
104.19.202.119,2096,159.32
104.19.194.187,2087,159.32
104.19.198.148,2083,159.32
104.19.197.15,443,159.32
104.19.206.114,443,159.32
104.19.204.201,2083,159.32
104.19.206.199,2087,159.32
104.19.200.95,8443,159.33
104.19.193.150,2096,159.33
104.19.205.84,2087,159.33
104.19.205.226,8443,159.33
104.19.197.230,2053,159.33
104.19.207.55,8443,159.33
104.19.207.113,2087,159.33
104.19.195.176,2087,159.34
104.19.196.25,2096,159.34
104.19.197.21,2053,159.34
104.19.196.209,443,159.34
104.19.193.142,443,159.34
104.19.203.82,2083,159.34
104.19.204.218,2096,159.34
104.19.202.107,8443,159.35
104.19.204.236,443,159.35
104.19.194.94,8443,159.35
104.19.205.67,2083,159.35
104.19.206.160,2087,159.35
104.19.204.175,2096,159.35
104.19.202.148,2083,159.35
104.19.202.228,2083,159.35
104.19.207.126,8443,159.36
104.19.192.222,2096,159.36
104.19.200.65,2083,159.36
104.19.195.63,2096,159.36
104.19.192.136,2096,159.36
104.19.206.138,2096,159.36
104.19.201.251,2087,159.36
104.19.204.49,2096,159.36
104.19.197.153,2083,159.36
104.19.201.18,443,159.37
104.19.203.57,2096,159.37
104.19.198.155,2087,159.37
104.19.197.70,443,159.37
104.19.195.238,2087,159.38
104.19.199.56,2053,159.38
104.19.195.66,8443,159.38
104.19.202.131,2096,159.38
104.19.196.56,443,159.38
104.19.202.164,2083,159.38
104.19.199.143,2053,159.38
104.19.207.6,2096,159.39
104.19.204.96,443,159.39
104.19.192.52,2053,159.39
104.19.202.109,2096,159.39
104.19.202.87,2083,159.39
104.19.192.239,2096,159.39
104.19.197.145,2083,159.39
104.19.197.51,2087,159.39
104.19.198.50,2096,159.40
104.19.205.246,2096,159.40
104.19.204.222,2083,159.40
104.19.201.65,2087,159.40
104.19.202.209,8443,159.41
104.19.201.174,443,159.41
104.19.193.93,2096,159.41
104.19.198.101,8443,159.41
104.19.199.16,2053,159.41
104.19.199.225,443,159.41
104.19.204.147,443,159.41
104.19.195.4,2096,159.41
104.19.192.226,8443,159.41
104.19.193.36,8443,159.42
104.19.201.25,2096,159.42
104.19.205.79,2053,159.42
104.19.207.75,443,159.42
104.19.203.75,2087,159.42
104.19.192.138,2083,159.42
104.19.199.96,2053,159.42
104.19.197.159,2083,159.43
104.19.193.175,2087,159.43
104.19.204.241,2096,159.43
104.19.199.80,2096,159.43
104.19.198.32,2096,159.43
104.19.199.64,443,159.43
104.19.195.14,2087,159.43
104.19.205.55,2096,159.44
104.19.196.96,2083,159.44
104.19.200.191,2053,159.44
104.19.198.64,2096,159.44
104.19.205.34,2083,159.44
104.19.193.225,2083,159.44
104.19.203.15,2087,159.44
104.19.196.207,2053,159.44
104.19.202.23,2087,159.44
104.19.205.92,2053,159.45
104.19.204.70,2083,159.45
104.19.200.175,2053,159.45
104.19.195.147,2083,159.45
104.19.201.134,8443,159.46
104.19.207.2,8443,159.46
104.19.193.217,443,159.46
104.19.200.189,2087,159.46
104.19.199.93,2087,159.46
104.19.195.165,2096,159.47
104.19.197.237,2083,159.47
104.19.196.80,2053,159.47
104.19.199.224,2083,159.47
104.19.206.111,2053,159.47
104.19.207.232,2053,159.47
104.19.197.75,2053,159.47
104.19.196.247,2083,159.47
104.19.199.124,2087,159.47
104.19.199.88,2083,159.47
104.19.192.6,2096,159.47
104.19.199.26,8443,159.47
104.19.198.186,2087,159.48
104.19.207.201,2087,159.48
104.19.194.156,8443,159.48
104.19.194.162,443,159.48
104.19.195.38,443,159.48
104.19.192.107,2096,159.48
104.19.205.86,2083,159.49
104.19.197.194,8443,159.49
104.19.197.126,2053,159.49
104.19.192.4,2087,159.49
104.19.194.48,8443,159.50
104.19.198.46,443,159.50
104.19.206.21,2083,159.50
104.19.198.215,8443,159.51
104.19.196.100,2087,159.51
104.19.193.137,8443,159.51
104.19.202.195,2053,159.51
104.19.192.251,2053,159.51
104.19.194.142,443,159.51
104.19.197.7,2087,159.51
104.19.202.140,8443,159.52
104.19.204.95,2087,159.52
104.19.202.39,2083,159.52
104.19.199.168,8443,159.52
104.19.204.188,2096,159.52
104.19.205.13,443,159.52
104.19.202.98,2096,159.52
104.19.202.214,2053,159.52
104.19.192.108,443,159.52
104.19.207.161,8443,159.52
104.19.199.112,8443,159.53
104.19.203.121,8443,159.53
104.19.202.25,2083,159.53
104.19.201.209,443,159.53
104.19.197.116,2087,159.53
104.19.200.247,2087,159.53
104.19.200.83,2053,159.53
104.19.207.3,2087,159.53
104.19.202.81,8443,159.53
104.19.199.180,443,159.53
104.19.195.149,443,159.53
104.19.207.210,8443,159.54
104.19.192.63,2083,159.54
104.19.195.237,8443,159.54
104.19.205.52,8443,159.54
104.19.202.127,2087,159.54
104.19.195.56,2096,159.54
104.19.207.161,2087,159.54
104.19.193.236,2087,159.55
104.19.194.189,443,159.55
104.19.202.24,2096,159.55
104.19.203.77,2087,159.55
104.19.197.157,2053,159.55
104.19.193.165,8443,159.55
104.19.193.240,2096,159.55
104.19.202.170,2053,159.55
104.19.203.226,2053,159.56
104.19.205.225,2083,159.56
104.19.192.140,8443,159.56
104.19.197.218,2087,159.57
104.19.194.231,8443,159.57
104.19.200.15,443,159.57
104.19.199.66,2083,159.57
104.19.202.32,2083,159.57
104.19.204.52,8443,159.57
104.19.201.7,8443,159.57
104.19.194.175,443,159.58
104.19.196.70,2096,159.58
104.19.203.207,8443,159.58
104.19.196.174,8443,159.58
104.19.194.180,2083,159.59
104.19.205.224,8443,159.60
104.19.206.92,8443,159.60
104.19.200.127,2083,159.60
104.19.195.203,8443,159.60
104.19.206.175,2087,159.60
104.19.204.109,443,159.60
104.19.192.44,8443,159.60
104.19.192.185,443,159.60
104.19.201.72,2096,159.60
104.19.193.10,2096,159.61
104.19.200.218,2096,159.61
104.19.199.250,8443,159.61
104.19.206.35,8443,159.61
104.19.201.185,2053,159.61
104.19.202.193,443,159.61
104.19.203.200,2053,159.61
104.19.192.202,2083,159.61
104.19.195.221,8443,159.62
104.19.198.115,2083,159.62
104.19.199.221,2096,159.62
104.19.194.242,443,159.63
